3,40,55,27,10,4
5,40,100,27,10,5
3,73,55,27,10,4
5,73,100,27,10,5
3,120,50,27,10,5
3,120,100,27,10,5
2,120,150,27,10,5
3,150,50,27,10,5
3,150,100,27,10,5
2,150,150,27,10,5
